Zone, Enrollment, PwD-Status, PaperCode1, PaperCode2, registrationId1, registrationId1, City-Choice1, City-Choice2, City-Choice3, ChoiceNumber
Zone3, C112J75, false, PH, null, null, null, 27, 21, 18, -1
Zone3, C125F90, false, BL, null, null, null, 27, 18, 21, -1
Zone3, C127D40, false, PH, null, null, null, 27, 21, 59, -1
Zone3, C116G22, false, MA, null, null, null, 27, 21, 18, -1
Zone3, C102C34, false, MA, null, null, null, 27, 18, 20, -1
Zone3, C126A50, false, BL, null, null, null, 27, 18, 20, -1
Zone3, C117Q53, false, MA, null, null, null, 27, 18, 62, -1
Zone3, C119T91, false, BT, null, null, null, 27, 18, 40, -1
Zone3, C122N79, false, PH, null, null, null, 27, 24, 19, -1
Zone3, C118U71, false, MA, null, null, null, 27, 20, 18, -1
Zone3, C126A15, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C117P16, false, PH, null, null, null, 27, 21, 59, -1
Zone3, C112P93, false, BT, null, null, null, 27, 18, 30, -1
Zone3, C127X78, false, PH, null, null, null, 27, 18, 62, -1
Zone3, C117J20, false, CY, null, null, null, 27, 21, 18, -1
Zone3, C123E97, false, MA, null, null, null, 27, 21, 26, -1
Zone3, C123P14, false, MA, null, null, null, 27, 18, 35, -1
Zone3, C124S78, false, MA, null, null, null, 27, 18, 19, -1
Zone3, C124S84, false, MA, null, null, null, 27, 18, 19, -1
Zone4, C124S94, false, PH, null, null, null, 31, 30, 34, -1
Zone3, C126A56, false, MS, null, null, null, 27, 18, 62, -1
Zone4, C118U94, false, MA, null, null, null, 31, 30, 34, -1
Zone3, C100J42, true, BL, BT, null, null, 18, 20, 21, -1
Zone4, C115S48, false, CY, null, null, null, 31, 30, 34, -1
Zone3, C109B78, false, CY, null, null, null, 27, 21, 18, -1
Zone3, C122R83, false, MA, null, null, null, 27, 21, 18, -1
Zone3, C122U84, false, MA, null, null, null, 27, 18, 62, -1
Zone3, C126B18, false, MA, null, null, null, 27, 18, 19, -1
Zone3, C126C15, false, MA, null, null, null, 27, 20, 18, -1
Zone3, C125Y43, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C119W41, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C109Y58, false, BL, null, null, null, 27, 18, 21, -1
Zone3, C108Z18, false, MA, null, null, null, 27, 18, 62, -1
Zone3, C126C57, false, MS, null, null, null, 27, 18, 62, -1
Zone3, C107G50, false, CY, null, null, null, 27, 18, 19, -1
Zone3, C117P45, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C120K45, false, BT, null, null, null, 27, 18, 19, -1
Zone3, C124M10, false, MA, null, null, null, 27, 20, 39, -1
Zone3, C114Z32, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C126C95, false, MA, null, null, null, 27, 19, 21, -1
Zone5, C126D17, false, BL, BT, null, null, 37, 40, 18, 1
Zone3, C118M10, false, MA, null, null, null, 27, 20, 62, -1
Zone3, C126H14, false, GG, null, null, null, 27, 18, 21, -1
Zone3, C123Z79, false, PH, null, null, null, 27, 18, 20, -1
Zone4, C127N62, false, BT, null, null, null, 31, 30, 34, -1
Zone3, C121T73, false, BL, null, null, null, 27, 18, 62, -1
Zone3, C105B20, false, MA, null, null, null, 27, 18, 19, -1
Zone3, C122P12, false, CY, null, null, null, 27, 21, 18, -1
Zone3, C121W41, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C125Q41, false, CY, null, null, null, 27, 21, 24, -1
Zone3, C104B44, false, PH, null, null, null, 27, 18, 19, -1
Zone3, C122U16, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C128V21, false, MS, null, null, null, 27, 18, 21, -1
Zone3, C124R73, false, MA, null, null, null, 27, 18, 20, -1
Zone3, C109A48, false, MA, null, null, null, 27, 18, 19, -1
Zone3, C111V22, false, BL, null, null, null, 27, 18, 21, -1
Zone3, C111P52, false, PH, null, null, null, 27, 18, 21, -1
Zone3, C126G75, false, BL, null, null, null, 27, 18, 62, -1
Zone3, C126G19, false, PH, null, null, null, 27, 18, 62, -1
Zone3, C127S88, false, CY, null, null, null, 27, 18, 19, -1
Zone3, C118B61, false, MA, null, null, null, 27, 20, 18, -1
Zone3, C127M64, false, GG, null, null, null, 27, 18, 35, -1
Zone3, C122T85, false, CY, null, null, null, 27, 18, 40, -1
Zone3, C122U28, false, CY, null, null, null, 27, 21, 18, -1
Zone3, C128B19, false, MA, null, null, null, 27, 18, 24, -1
Zone3, C121V63, false, BL, null, null, null, 27, 18, 58, -1
Zone3, C125N63, false, MA, null, null, null, 27, 20, 21, -1
Zone3, C127E22, false, PH, null, null, null, 27, 18, 24, -1
Zone3, C127E83, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C126F94, false, BT, null, null, null, 27, 18, 62, -1
Zone3, C125R95, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C128T79, false, CY, null, null, null, 27, 20, 62, -1
Zone3, C119G46, false, PH, null, null, null, 27, 18, 21, -1
Zone3, C114R92, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C126E84, false, BT, null, null, null, 27, 18, 19, -1
Zone3, C125S11, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C127M99, false, BL, null, null, null, 27, 18, 21, -1
Zone3, C128K36, false, PH, null, null, null, 27, 18, 21, -1
Zone3, C127T35, false, PH, null, null, null, 27, 18, 60, -1
Zone3, C115T36, false, GG, null, null, null, 27, 18, 62, -1
Zone3, C115Y61, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C117Z61, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C106U57, false, PH, null, null, null, 27, 18, 21, -1
Zone3, C107C80, true, BT, null, null, null, 18, 27, 20, -1
Zone3, C111S10, false, MA, null, null, null, 27, 18, 19, -1
Zone3, C128W60, false, BL, null, null, null, 27, 18, 62, -1
Zone3, C123X43, false, MA, null, null, null, 27, 18, 20, -1
Zone4, C107K91, false, GG, null, null, null, 31, 30, 44, -1
Zone4, C127F61, false, PH, null, null, null, 31, 30, 44, -1
Zone3, C112Y88, false, CY, null, null, null, 27, 20, 18, -1
Zone3, C127C74, false, PH, null, null, null, 27, 18, 19, -1
Zone3, C128C11, false, MA, null, null, null, 27, 18, 62, -1
Zone3, C127E19, false, BL, null, null, null, 27, 18, 22, -1
Zone3, C120K92, false, MA, null, null, null, 27, 18, 20, -1
Zone3, C127A22, false, MA, null, null, null, 27, 18, 63, -1
Zone3, C122P85, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C120W97, false, CY, null, null, null, 27, 20, 19, -1
Zone3, C118X32, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C123K47, false, PH, null, null, null, 27, 21, 19, -1
Zone3, C125S20, false, MA, null, null, null, 27, 18, 62, -1
Zone3, C116F59, false, PH, null, null, null, 27, 20, 62, -1
Zone5, C127H98, false, MA, MS, null, null, 37, 39, 40, 1
Zone4, C101X70, true, MA, null, null, null, 33, 29, 41, -1
Zone3, C106P95, false, MA, null, null, null, 27, 18, 20, -1
Zone3, C126F17, false, BL, null, null, null, 27, 18, 19, -1
Zone3, C115S57, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C120D69, true, MA, null, null, null, 26, 24, 18, -1
Zone3, C126Q21, false, MA, null, null, null, 27, 20, 62, -1
Zone3, C126N66, false, MA, null, null, null, 27, 18, 20, -1
Zone3, C123H23, false, PH, null, null, null, 27, 19, 62, -1
Zone3, C121X45, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C118C35, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C125M17, false, MS, null, null, null, 27, 21, 18, -1
Zone3, C126Q85, false, CY, null, null, null, 27, 18, 20, -1
Zone4, C126R32, false, PH, null, null, null, 31, 30, 44, -1
Zone3, C119D54, false, PH, null, null, null, 27, 18, 57, -1
Zone3, C128V64, false, BL, null, null, null, 27, 18, 20, -1
Zone3, C128B89, false, MA, null, null, null, 27, 21, 62, -1
Zone4, C109B40, false, CY, null, null, null, 31, 30, 34, -1
Zone3, C128A57, false, PH, null, null, null, 27, 18, 19, -1
Zone5, C125Y52, true, CY, null, null, null, 41, 36, 39, -1
Zone3, C117C13, false, CY, null, null, null, 27, 21, 62, -1
Zone3, C102S54, false, BL, null, null, null, 27, 21, 18, -1
Zone3, C102N24, false, PH, null, null, null, 27, 18, 35, -1
Zone3, C103W47, false, PH, null, null, null, 27, 18, 53, -1
Zone3, C106M64, false, PH, null, null, null, 27, 21, 19, -1
Zone3, C109W55, false, PH, null, null, null, 27, 18, 19, -1
Zone3, C118W71, false, CY, null, null, null, 27, 21, 18, -1
Zone3, C120N62, false, PH, null, null, null, 27, 18, 19, -1
Zone3, C121X16, false, MS, null, null, null, 27, 18, 21, -1
Zone3, C120Y99, false, MA, null, null, null, 27, 18, 21, -1
Zone3, C122W36, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C112N73, false, PH, null, null, null, 27, 18, 19, -1
Zone3, C125Z32, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C113Q70, false, MA, null, null, null, 27, 18, 62, -1
Zone3, C126R26, false, BL, null, null, null, 27, 18, 21, -1
Zone3, C124A32, false, MA, null, null, null, 27, 18, 24, -1
Zone3, C112Z54, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C127Z78, false, BL, null, null, null, 27, 18, 62, -1
Zone3, C126J48, false, BL, null, null, null, 27, 21, 19, -1
Zone3, C128W88, false, CY, null, null, null, 27, 18, 21, -1
Zone4, C128W69, false, PH, null, null, null, 31, 30, 27, -1
Zone3, C126U15, false, PH, null, null, null, 27, 18, 19, -1
Zone4, C108M41, false, CY, null, null, null, 31, 30, 34, -1
Zone3, C125S73, false, BL, null, null, null, 27, 18, 21, -1
Zone3, C119F17, false, MA, null, null, null, 27, 18, 21, -1
Zone3, C123H72, false, BL, null, null, null, 27, 18, 19, -1
Zone3, C128A89, false, BL, null, null, null, 27, 18, 20, -1
Zone3, C100B15, false, MA, null, null, null, 27, 21, 18, -1
Zone3, C126U17, false, CY, null, null, null, 27, 21, 18, -1
Zone3, C126T64, false, MA, null, null, null, 27, 18, 20, -1
Zone4, C126N39, false, GG, null, null, null, 31, 30, 34, -1
Zone3, C121S69, false, MA, null, null, null, 27, 18, 62, -1
Zone3, C127K49, false, BT, null, null, null, 27, 23, 38, -1
Zone3, C117V58, false, PH, null, null, null, 27, 18, 62, -1
Zone3, C128T97, false, BL, null, null, null, 27, 18, 21, -1
Zone3, C127M84, false, PH, null, null, null, 27, 19, 20, -1
Zone3, C126Q25, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C103N42, false, MA, null, null, null, 27, 18, 22, -1
Zone3, C126U98, false, MA, null, null, null, 27, 21, 18, -1
Zone3, C127J67, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C117K47, false, CY, null, null, null, 27, 19, 1, -1
Zone3, C101G93, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C124V36, false, MA, null, null, null, 27, 18, 19, -1
Zone3, C125D16, false, PH, null, null, null, 27, 18, 20, -1
Zone5, C128C82, true, PH, null, null, null, 40, 39, 36, -1
Zone3, C112Y17, false, PH, null, null, null, 27, 18, 62, -1
Zone4, C126V68, false, CY, null, null, null, 31, 30, 34, -1
Zone3, C119N70, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C126V51, false, CY, null, null, null, 27, 18, 19, -1
Zone3, C125A93, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C126S18, false, PH, null, null, null, 27, 18, 62, -1
Zone3, C126G54, false, GG, null, null, null, 27, 18, 21, -1
Zone3, C116N56, false, BT, null, null, null, 27, 18, 21, -1
Zone3, C126V65, false, MA, null, null, null, 27, 18, 20, -1
Zone4, C105H53, false, CY, null, null, null, 31, 30, 34, -1
Zone3, C126G13, false, BL, null, null, null, 27, 18, 20, -1
Zone3, C127T34, false, PH, null, null, null, 27, 20, 62, -1
Zone3, C126H39, false, PH, null, null, null, 27, 18, 21, -1
Zone4, C126X99, false, CY, null, null, null, 31, 30, 34, -1
Zone3, C108T98, false, MA, null, null, null, 27, 18, 21, -1
Zone3, C111P32, false, BT, null, null, null, 27, 18, 19, -1
Zone3, C121V19, false, MS, null, null, null, 27, 18, 62, -1
Zone3, C122K71, false, CY, null, null, null, 27, 19, 18, -1
Zone3, C121Q79, false, PH, null, null, null, 27, 18, 62, -1
Zone3, C127F63, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C116B63, false, PH, null, null, null, 27, 21, 19, -1
Zone3, C125B16, false, CY, null, null, null, 27, 18, 19, -1
Zone3, C125A24, false, BL, null, null, null, 27, 18, 62, -1
Zone3, C124Z51, false, BL, null, null, null, 27, 18, 62, -1
Zone3, C111X47, false, PH, null, null, null, 27, 18, 19, -1
Zone3, C110R78, false, MA, null, null, null, 27, 18, 19, -1
Zone4, C106J93, false, GG, null, null, null, 31, 30, 44, -1
Zone4, C106B89, false, CY, null, null, null, 31, 30, 44, -1
Zone3, C114G28, true, MA, null, null, null, 27, 21, 19, -1
Zone3, C111V30, false, BL, null, null, null, 27, 18, 63, -1
Zone4, C114T28, false, BL, null, null, null, 31, 30, 34, -1
Zone3, C119W89, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C127V77, false, PH, null, null, null, 27, 21, 18, -1
Zone3, C116S13, false, MA, null, null, null, 27, 18, 62, -1
Zone3, C116B21, false, BL, null, null, null, 27, 18, 62, -1
Zone4, C115T31, false, CY, null, null, null, 31, 30, 27, -1
Zone3, C127V19, false, PH, null, null, null, 27, 24, 19, -1
Zone3, C118P88, false, GG, null, null, null, 27, 18, 40, -1
Zone3, C117M61, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C127G92, false, PH, null, null, null, 27, 18, 24, -1
Zone3, C126A41, false, MA, null, null, null, 27, 20, 18, -1
Zone3, C112R20, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C125Z45, false, BL, null, null, null, 27, 18, 35, -1
Zone3, C128E83, false, MA, null, null, null, 27, 18, 21, -1
Zone3, C127M92, false, MS, null, null, null, 27, 18, 21, -1
Zone3, C127U65, false, BL, null, null, null, 27, 22, 21, -1
Zone4, C128S41, false, CY, null, null, null, 31, 30, 34, -1
Zone3, C127H17, false, PH, null, null, null, 27, 19, 35, -1
Zone4, C105G85, false, GG, null, null, null, 31, 30, 44, -1
Zone4, C125N12, false, CY, null, null, null, 31, 30, 34, -1
Zone3, C120T44, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C126G65, false, PH, null, null, null, 27, 20, 18, -1
Zone3, C127A21, false, MA, null, null, null, 27, 18, 21, -1
Zone3, C101K48, false, PH, null, null, null, 27, 18, 62, -1
Zone3, C105H18, false, GG, null, null, null, 27, 18, 62, -1
Zone4, C106G46, false, PH, null, null, null, 31, 30, 51, -1
Zone3, C115S44, false, PH, null, null, null, 27, 18, 35, -1
Zone3, C106T87, false, PH, null, null, null, 27, 18, 41, -1
Zone3, C113C14, false, MA, null, null, null, 27, 18, 62, -1
Zone3, C119N51, false, CY, null, null, null, 27, 18, 21, -1
Zone4, C121A32, false, MA, null, null, null, 31, 30, 34, -1
Zone3, C126D25, false, PH, null, null, null, 27, 18, 19, -1
Zone3, C126R22, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C127H59, false, PH, null, null, null, 27, 18, 19, -1
Zone3, C111A48, false, MA, null, null, null, 27, 18, 19, -1
Zone4, C125E11, false, MA, null, null, null, 31, 30, 34, -1
Zone3, C124Y45, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C128F54, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C123D79, false, MA, null, null, null, 27, 22, 18, -1
Zone3, C120Z23, false, CY, null, null, null, 27, 21, 24, -1
Zone3, C124M37, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C127J24, false, CY, null, null, null, 27, 18, 59, -1
Zone3, C128M64, false, PH, null, null, null, 27, 19, 18, -1
Zone3, C125M95, false, MA, null, null, null, 27, 18, 20, -1
Zone3, C126C72, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C114F62, false, CY, null, null, null, 27, 18, 35, -1
Zone3, C126P89, false, BT, null, null, null, 27, 18, 62, -1
Zone3, C126J25, false, CY, null, null, null, 27, 18, 22, -1
Zone3, C127H18, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C104N20, false, MA, null, null, null, 27, 18, 62, -1
Zone3, C126K75, false, PH, null, null, null, 27, 18, 61, -1
Zone3, C123K97, false, MA, null, null, null, 27, 18, 20, -1
Zone3, C108W67, false, MS, null, null, null, 27, 18, 20, -1
Zone3, C122B40, false, PH, null, null, null, 27, 20, 61, -1
Zone3, C128Q38, false, PH, null, null, null, 27, 20, 18, -1
Zone3, C127V39, false, MA, null, null, null, 27, 22, 21, -1
Zone3, C127J87, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C127J59, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C127K21, false, CY, null, null, null, 27, 18, 22, -1
Zone3, C119K10, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C110D90, false, MA, null, null, null, 27, 18, 21, -1
Zone3, C120Y94, false, MS, null, null, null, 27, 18, 40, -1
Zone3, C127U40, false, PH, null, null, null, 27, 24, 19, -1
Zone3, C126D48, false, BL, null, null, null, 27, 18, 62, -1
Zone3, C118C34, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C127P43, false, BL, null, null, null, 27, 18, 20, -1
Zone3, C126K70, false, PH, null, null, null, 27, 18, 62, -1
Zone3, C127K73, false, MA, null, null, null, 27, 18, 19, -1
Zone3, C127K89, false, PH, null, null, null, 27, 18, 62, -1
Zone3, C127V45, false, MA, null, null, null, 27, 18, 57, -1
Zone3, C127V22, false, BT, null, null, null, 27, 18, 62, -1
Zone3, C106R77, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C126B22, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C127S23, false, PH, null, null, null, 27, 21, 35, -1
Zone3, C117E10, true, MA, null, null, null, 20, 18, 27, -1
Zone3, C121V24, false, BT, null, null, null, 27, 18, 21, -1
Zone3, C128W47, false, PH, null, null, null, 27, 18, 21, -1
Zone3, C100P58, false, MA, null, null, null, 27, 18, 21, -1
Zone3, C118J11, false, CY, null, null, null, 27, 19, 62, -1
Zone3, C124G91, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C124B36, false, MS, null, null, null, 27, 18, 20, -1
Zone3, C128W79, false, MA, null, null, null, 27, 19, 18, -1
Zone3, C127W85, false, CY, null, null, null, 27, 24, 18, -1
Zone3, C110B46, false, BL, null, null, null, 27, 18, 62, -1
Zone3, C128V49, false, BL, null, null, null, 27, 18, 21, -1
Zone3, C128W32, false, CY, null, null, null, 27, 18, 24, -1
Zone3, C128A30, false, CY, null, null, null, 27, 19, 18, -1
Zone3, C116M31, false, MA, null, null, null, 27, 21, 18, -1
Zone3, C117E65, false, PH, null, null, null, 27, 18, 62, -1
Zone3, C112H98, false, PH, null, null, null, 27, 18, 21, -1
Zone3, C108X39, false, PH, null, null, null, 27, 18, 21, -1
Zone3, C116K77, false, CY, null, null, null, 27, 18, 19, -1
Zone3, C127W78, false, CY, null, null, null, 27, 21, 19, -1
Zone3, C111Q59, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C124N78, false, MA, null, null, null, 27, 18, 21, -1
Zone3, C127F99, false, BL, null, null, null, 27, 18, 62, -1
Zone3, C127W95, false, MS, null, null, null, 27, 18, 62, -1
Zone5, C127X22, true, BL, null, null, null, 39, 40, 36, -1
Zone3, C127X12, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C125D98, false, MA, null, null, null, 27, 21, 18, -1
Zone3, C112R85, false, PH, null, null, null, 27, 18, 19, -1
Zone3, C106E34, false, CY, null, null, null, 27, 21, 18, -1
Zone3, C106B16, false, PH, null, null, null, 27, 18, 21, -1
Zone3, C112G33, false, BL, null, null, null, 27, 21, 18, -1
Zone3, C126G97, false, BT, null, null, null, 27, 18, 19, -1
Zone3, C127X39, false, MA, null, null, null, 27, 18, 20, -1
Zone3, C115K55, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C117S39, false, MA, null, null, null, 27, 20, 18, -1
Zone3, C119W23, false, CY, null, null, null, 27, 19, 18, -1
Zone3, C107W30, false, MA, null, null, null, 27, 18, 21, -1
Zone3, C125G81, false, BL, null, null, null, 27, 18, 21, -1
Zone3, C120N10, false, BL, null, null, null, 27, 18, 62, -1
Zone3, C122F84, false, BT, null, null, null, 27, 18, 41, -1
Zone3, C125H61, false, MA, null, null, null, 27, 18, 19, -1
Zone3, C121W11, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C121T35, false, MA, null, null, null, 27, 18, 21, -1
Zone4, C116S27, false, CY, null, null, null, 31, 30, 34, -1
Zone3, C119R24, false, CY, null, null, null, 27, 18, 21, -1
Zone3, C113D59, false, PH, null, null, null, 27, 18, 25, -1
Zone3, C127X93, false, PH, null, null, null, 27, 18, 21, -1
Zone3, C118P25, false, MA, null, null, null, 27, 18, 24, -1
Zone3, C127R80, false, CY, null, null, null, 27, 18, 20, -1
Zone5, C126Q55, false, BL, BT, null, null, 37, 35, 18, 1
Zone3, C101N27, false, PH, null, null, null, 27, 18, 62, -1
Zone4, C127Q48, false, MA, null, null, null, 31, 30, 44, -1
Zone3, C116P46, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C126N51, false, BL, null, null, null, 27, 18, 62, -1
Zone3, C123J85, false, BL, null, null, null, 27, 18, 19, -1
Zone3, C107K46, false, MA, null, null, null, 27, 18, 19, -1
Zone3, C128M68, false, PH, null, null, null, 27, 21, 18, -1
Zone3, C123X12, false, MA, null, null, null, 27, 18, 62, -1
Zone3, C126P56, false, CY, null, null, null, 27, 21, 18, -1
Zone3, C108Q29, false, MA, null, null, null, 27, 18, 62, -1
Zone3, C126Q20, true, MA, null, null, null, 27, 20, 62, -1
Zone3, C112M68, false, PH, null, null, null, 27, 18, 19, -1
Zone3, C121Q13, false, MA, null, null, null, 27, 18, 20, -1
Zone4, C113Y92, true, CY, null, null, null, 31, 30, 34, -1
Zone3, C117Q85, false, PH, null, null, null, 27, 18, 57, -1
Zone3, C128F59, false, BT, null, null, null, 27, 20, 18, -1
Zone3, C127Q60, false, BL, null, null, null, 27, 18, 20, -1
Zone3, C126G90, false, PH, null, null, null, 27, 20, 18, -1
Zone3, C121E12, false, PH, null, null, null, 27, 18, 60, -1
Zone3, C128K20, false, PH, null, null, null, 27, 20, 18, -1
Zone3, C106X56, false, PH, null, null, null, 27, 18, 21, -1
Zone3, C115N14, false, MA, null, null, null, 27, 18, 62, -1
Zone3, C127W69, false, BL, null, null, null, 27, 18, 62, -1
Zone4, C127V58, false, CY, null, null, null, 31, 30, 34, -1
Zone3, C127W29, false, MA, null, null, null, 27, 18, 22, -1
Zone3, C113E10, false, MA, null, null, null, 27, 18, 59, -1
Zone3, C126E36, false, PH, null, null, null, 27, 21, 19, -1
Zone3, C121K99, false, PH, null, null, null, 27, 18, 59, -1
Zone3, C116A47, false, PH, null, null, null, 27, 18, 21, -1
Zone3, C112J47, false, MA, null, null, null, 27, 18, 62, -1
Zone3, C121U57, false, PH, null, null, null, 27, 21, 19, -1
Zone3, C101N48, false, MA, null, null, null, 27, 18, 20, -1
Zone5, C126C50, false, MA, CY, null, null, 37, 35, 18, 1
Zone3, C118B38, false, PH, null, null, null, 27, 21, 19, -1
Zone3, C102U47, false, BL, null, null, null, 27, 20, 62, -1
Zone3, C117Z79, false, CY, null, null, null, 27, 18, 62, -1
Zone4, C108P46, false, PH, null, null, null, 31, 30, 34, -1
Zone3, C121Q15, false, PH, null, null, null, 27, 18, 62, -1
Zone5, C119U21, false, MA, MS, null, null, 37, 35, 40, 1
Zone3, C128K77, false, BT, null, null, null, 27, 20, 18, -1
Zone4, C108P37, false, PH, null, null, null, 31, 30, 34, -1
Zone3, C127Y55, false, BT, null, null, null, 27, 20, 62, -1
Zone3, C120T20, false, CY, null, null, null, 27, 18, 21, -1
Zone4, C123Y32, false, CY, null, null, null, 31, 30, 34, -1
Zone3, C128F85, false, MA, null, null, null, 27, 18, 62, -1
Zone3, C127Y77, false, BL, null, null, null, 27, 18, 20, -1
Zone3, C123Y52, false, BT, null, null, null, 27, 18, 20, -1
Zone3, C118C21, false, MS, null, null, null, 27, 18, 40, -1
Zone4, C110J35, false, BT, null, null, null, 31, 30, 44, -1
Zone3, C121X24, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C118N36, false, PH, null, null, null, 27, 18, 35, -1
Zone3, C124V86, false, MA, null, null, null, 27, 18, 37, -1
Zone6, C124U15, true, GG, null, null, null, 46, 43, 28, -1
Zone3, C127P23, false, BL, null, null, null, 27, 18, 20, -1
Zone3, C127Z25, false, BL, null, null, null, 27, 18, 20, -1
Zone3, C123X50, false, BL, null, null, null, 27, 18, 24, -1
Zone3, C127Z28, false, CY, null, null, null, 27, 24, 18, -1
Zone3, C124F36, false, CY, null, null, null, 27, 21, 18, -1
Zone3, C110N51, false, CY, null, null, null, 27, 21, 18, -1
Zone4, C121F49, false, CY, null, null, null, 31, 30, 34, -1
Zone3, C120P96, false, PH, null, null, null, 27, 18, 21, -1
Zone3, C124Z14, false, PH, null, null, null, 27, 18, 62, -1
Zone3, C122Q29, false, PH, null, null, null, 27, 18, 60, -1
Zone3, C124A64, false, PH, null, null, null, 27, 20, 62, -1
Zone3, C127C38, false, CY, null, null, null, 27, 18, 19, -1
Zone4, C124H66, false, CY, null, null, null, 31, 30, 2, -1
Zone3, C124Y44, false, BL, null, null, null, 27, 18, 21, -1
Zone3, C126D71, false, PH, null, null, null, 27, 21, 18, -1
Zone3, C126Z36, false, MA, null, null, null, 27, 20, 21, -1
Zone3, C119B90, false, PH, null, null, null, 27, 18, 20, -1
Zone4, C124Z72, false, CY, null, null, null, 31, 30, 34, -1
Zone3, C122J27, false, MS, null, null, null, 27, 18, 21, -1
Zone3, C125C68, false, PH, null, null, null, 27, 18, 21, -1
Zone3, C119H15, false, CY, null, null, null, 27, 18, 40, -1
Zone3, C127X32, false, BL, null, null, null, 27, 18, 20, -1
Zone3, C123D24, false, MA, null, null, null, 27, 18, 62, -1
Zone3, C128B29, false, BT, null, null, null, 27, 18, 62, -1
Zone3, C123W93, false, CY, null, null, null, 27, 18, 62, -1
Zone3, C123U28, false, BT, null, null, null, 27, 18, 62, -1
Zone3, C122E32, false, CY, null, null, null, 27, 18, 22, -1
Zone3, C114N29, false, PH, null, null, null, 27, 18, 19, -1
Zone3, C113J75, false, MA, null, null, null, 27, 19, 21, -1
Zone3, C128G16, false, BL, null, null, null, 27, 18, 21, -1
Zone3, C122A98, false, MA, null, null, null, 27, 18, 21, -1
Zone3, C128H99, false, BL, null, null, null, 27, 18, 20, -1
Zone3, C127S81, false, MA, null, null, null, 27, 18, 62, -1
Zone3, C127K55, false, MA, null, null, null, 27, 18, 19, -1
Zone3, C102W86, false, CY, null, null, null, 27, 18, 57, -1
Zone3, C108T92, false, PH, null, null, null, 27, 18, 62, -1
Zone3, C128F22, false, PH, null, null, null, 27, 21, 59, -1
Zone3, C115R41, false, PH, null, null, null, 27, 18, 20, -1
Zone3, C102R64, false, PH, null, null, null, 27, 18, 62, -1
Zone3, C120U24, false, PH, null, null, null, 27, 18, 39, -1
Zone4, C114X26, false, BT, null, null, null, 31, 30, 34, -1
Zone3, C101E51, false, PH, null, null, null, 27, 18, 21, -1
Zone3, C125P24, false, BL, null, null, null, 27, 18, 21, -1
Zone3, C122V35, false, MA, null, null, null, 27, 18, 20, -1
Zone3, C102E38, false, MA, null, null, null, 27, 18, 62, -1
Zone3, C114P90, false, CY, null, null, null, 27, 18, 20, -1
Zone3, C128R41, false, MS, null, null, null, 27, 18, 21, -1
Zone3, C126Z23, false, CY, null, null, null, 27, 18, 1, -1
